,Job Title,Company,Company Rating,Job Description,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews
604,"Senior Software Engineer, AI Centre for Educational Technologies - School of Computing (1 year)","National University of Singapore
4.1",4.1,"Date: 12 Sep 2023
Location: COMPUTING, Kent Ridge Campus, SG
Company: National University of Singapore
Job Purpose

The AI Centre for Educational Technologies (AICET) is a research centre that is focused on developing technologies to improve learning. AICET collaborates with the Ministry of Education, Singapore and the National University of Singapore on various projects to build systems that provide immediate personalised feedback to the students, providing content that adapts to their performance, and improve assessment and grading efficiency and effectiveness.








Show More
Report",$27K - $48K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
605,Microsoft Power Platform Developer,"Recruit Express
3.3",3.3,"Singapore |
Posted: Sep 05, 2023
Responsibilities
Design and develop applications using Microsoft Power Platforms, including Power Apps, Power Automate, Power BI and Power Virtual Agents
Coordinate with customers to further understand business requirements and challenges
Provide documentation of functional/solution specifications/codes according to best practices
Configure and redesign standard workflows, dashboards, forms, views and develop standard or custom reports
Show More
Report",Employer Provided Salary:$4K - $5K,Singapore,3.1,3.2,3.3,3.2,3.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
606,Software Engineer (AI Verify),IMD Info-communications Media Development Authority,-1,"Job Description
The AI Verify Foundation (AIVF) is a neutral, open-source platform which brings together individuals and companies to build better and safer AI. AIVF hosts and encourages development of the AI Verify Framework and Toolkit to enable the objective assessment of AI systems.
The Foundation is seeking a talented and meticulous Software Maintainer to manage our open source codebase.
Job Description
Manage the open source repositories, ensuring all codes are properly structured, tagged, and are in working order.
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
607,Research Fellow (AI & Structural Bioinformatics),"National University of Singapore
4.1",4.1,"Date: 11 Sep 2023
Location: SPECIALTY RESEARCH INST/CTRS, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
Highly motivated and creative postdoctoral candidates are sought to work at the Yang Zhang Lab, Cancer Science Institute of Singapore, School of Computing, and Yong Loo Lin School of Medicine, at National University of Singapore.


Show More
Report",$66K - $78K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 322 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""no work life balance."" (in 322 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 223 reviews)', '""No benefits really"" (in 151 reviews)']"
608,Research Fellow (Computer Science/Artificial Intelligence/Software Engineering),"Nanyang Technological University
3.9",3.9,"The School of Computer Science and Engineering (SCSE) invites applications for the position of Research Fellow.

Key Responsibilities:
Designing an AI-based method for autonomous vehicle (AV) scene representation.
Implementing an AI-based unified framework to enhance the robustness of AV perception models.
Writing high-quality research papers based on research results.
Job Requirements:
PhD degree in Computer Science, Artificial Intelligence, Software Engineering, or other related areas.

Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""good equipment and some good people to learn from."" (in 6 reviews)', '""Though courses are challenging they are extremely fun to learn"" (in 8 reviews)', '""My manager is a good guy"" (in 1 reviews)', -1, -1]","['""Low pay, can’t trade fish"" (in 10 reviews)', '""Some courses can be challenging."" (in 8 reviews)', '""Culture is too focused on academics."" (in 4 reviews)', -1, -1]"
609,Vision AI (Computer Vision & ML) Intern,"Cynapse
3.5",3.5,"About Cynapse
Cynapse is an awarded AI Software Product company specializing in AI-based Enterprise-grade Video Content Analytics (VCA) in highly challenging environments. Cynapse’s software platform is leveraging cutting edge cloud/on-premise, computer vision, AI, DNN and IoT/Edge technologies.
The company is led by globally renowned experts who previously headed large groups at Microsoft and Intel. The company HQ is located in Singapore (One North Area)
We are looking for a highly motivated intern to join our AI & Computer Vision team that delivers innovative Computer Vision solutions to global customers. You will conform to high standards and work in a cutting edge, dynamic, and professionally challenging environment.
Show More
Report",Employer Provided Salary:$1K - $3K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 7 reviews)', '""Good work life balance"" (in 3 reviews)', '""Great working environment"" (in 3 reviews)', '""strong management"" (in 2 reviews)', -1]","['""Low pay, over worked, management do not work well with engineers."" (in 7 reviews)', '""no work life balance"" (in 3 reviews)', '""Management can be improved and team leads should be technically proficient enough"" (in 2 reviews)', '""Lack of structure in top management means lot of flip"" (in 2 reviews)', -1]"
610,Programme Manager (AI/ML),"Nanyang Technological University
3.9",3.9,"The Energy Research Institute @ NTU (ERI@N) invites applications for the position of Programme Manager.

Key Responsibilities:
The job as a Programm Manager AI/ML is to work together with Programme Directors to support the generation, writing, obtaining funding and subsequently lead joint research and development agreements. The Programme Manager must assist the Programme Directors in Scientific and Technical matters relating to overall technology roadmaps and alignment with other interdisciplinary research domains. The Programme manager will support and / or lead the following activities:
Participate in research and development, demonstration, and deployment of innovative energy solutions, that entail research in energy systems and alternative energy sources.

Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""good equipment and some good people to learn from."" (in 6 reviews)', '""Though courses are challenging they are extremely fun to learn"" (in 8 reviews)', '""My manager is a good guy"" (in 1 reviews)', -1, -1]","['""Low pay, can’t trade fish"" (in 10 reviews)', '""Some courses can be challenging."" (in 8 reviews)', '""Culture is too focused on academics."" (in 4 reviews)', -1, -1]"
611,AI Engineer for AI Singapore (AI Products),"National University of Singapore
4.1",4.1,"Date: 24 Aug 2023
Location: UNIV ADMIN, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI).

The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore's AI efforts.










Show More
Report",$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
612,"Research Associate (Education Technology and Artificial Intelligence (AI) Tools in Science, Technology, Engineering and Maths Education)","Nanyang Technological University
3.9",3.9,"The Institute for Pedagogical Innovation, Research & Excellence (InsPIRE) invites applications for the position of Research Associate.
Institute for Pedagogical Innovation, Research & Excellence (InsPIRE) is a collaborative entity within the Nanyang Technological University (NTU) with a mission to unite various entities and foster a culture of excellence in teaching and learning.
InsPIRE is seeking a Research Associate to explore the use of Education Technology, including Artificial Intelligence (AI) tools and social media, for pedagogical innovation.
The incumbent will focus on the surveillance of education technology and AI tools, identifying those that can be used for education purposes, particularly for courses pertaining to these disciplines, including Science, Technology, Engineering and Maths. The incumbent will work with faculty staff to promote the use of EdTech and AI tools, in teaching and assessment, and to provide support in communications, publications and other administration related to academic matters.


Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""A lot of money for research and good salaries"" (in 475 reviews)', '""Work life balance is good"" (in 480 reviews)', '""colleagues are friendly and helpful"" (in 254 reviews)', '""Good University with good working environments"" (in 480 reviews)', -1]","['""Very hot and low salary"" (in 475 reviews)', '""Little to no work life balance"" (in 480 reviews)', '""Colleagues are easy to work with"" (in 254 reviews)', '""Average working environment, too many people"" (in 480 reviews)', '""Horrible increment and no career progression"" (in 387 reviews)']"
613,Senior AI Engineer / AI Engineer (Innovation) for AI Singapore,"National University of Singapore
4.1",4.1,"Date: 30 Aug 2023
Location: UNIV ADMIN, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI). The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform user-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore's AI efforts.
Show More
Report",$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
614,Analyst Programmer / Systems Analyst (Digital Solutions Department) [NIE],"Nanyang Technological University
3.9",3.9,"ABOUT THE NATIONAL INSTITUTE OF EDUCATION (NIE)
The National Institute of Education (NIE), Singapore, is Singapore’s national teacher education institute and we are proud to be an integral part of the nation’s education service. We play a key role in the preparation of teachers and in the provision of teacher professional and school leadership development programmes. We are committed to our vision of being An Institute of Distinction: Leading the Future of Education and our mission to Inspire Learning, Transform Teaching and Advance Research. Read more about NIE
here
.
NIE invites applications for a Systems Analyst / Analyst Programmer position in the Department of Digital Solutions (DSD). We are seeking a highly skilled and innovative AI Developer to join our dynamic team. As an AI Developer, you will be responsible for designing, developing, and implementing cutting-edge artificial intelligence solutions that drive business growth and enhance customer experience.



Hiring Institution: NIE
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Good and friendly colleagues who will help."" (in 6 reviews)', '""Work life balance is definitely there."" (in 5 reviews)', '""Work life balance, good benefits"" (in 1 reviews)', -1, -1]","['""Toxic colleagues and environment"" (in 6 reviews)', '""No communication with management"" (in 4 reviews)', '""Poor Management"" (in 2 reviews)', -1, -1]"
615,Research Associate (AI algorithm),"Nanyang Technological University
3.9",3.9,"A Research Associate position is available in the Centre for Integrated Circuits and Systems, School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore.
Job Responsibilities:
The Research Associate will be responsible for research and development of Artificial Intelligence (AI) and Machine Learning (ML) algorithms and systems for communication and sensing applications etc.
Job Requirements:
A Master degree in Electrical & Electronics Engineering or Computer Engineering
Relevant experience and knowledge in one or more of the following areas: 1. AI/ML algorithms and systems; 2. Signal and image processing; 3. Optics and Display
Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""A lot of money for research and good salaries"" (in 230 reviews)', '""Work life balance is good"" (in 198 reviews)', '""Good working environment"" (in 198 reviews)', '""NTU has advanced facilities for research and friendly colleagues."" (in 74 reviews)', -1]","['""low salary and very comeptitive"" (in 230 reviews)', '""No work life balance"" (in 198 reviews)', '""No career progression due to contract nature"" (in 164 reviews)', '""Average working environment, too many people"" (in 198 reviews)', '""Colleagues are easy to work with"" (in 74 reviews)']"
616,"Platforms Engineer, Platforms DX Team for AI Singapore","National University of Singapore
4.1",4.1,"Date: 11 Sep 2023
Location: UNIV ADMIN, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI).

The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore’s AI efforts.





Show More
Report",$32K - $56K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
617,"Research Engineer, AI Red Team",IMD Info-communications Media Development Authority,-1,"Job Description
IMDA is spearheading Singapore’s drive to be a world leading Digital Economy. We want to empower our companies and workforce with digital technologies and enable Singapore to be a leading Digital Economy globally.
We are looking for a Research Engineer to research on emerging risks in AI systems, including large language models. The role is part of the Labs division, which focuses on prototyping and experimenting emerging technologies that engenders trust and espouse the values of fairness, safety, and privacy in digital technologies.
If you have a passion to contribute to the development of fairer and safer AI for all, we welcome you to join us on our journey as we architect Singapore’s digital future!
What You Will Be Working On
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
618,Project Manager (AI Company),"Cynapse
3.5",3.5,"About Cynapse
Cynapse is an awarded AI Software Product company specializing in Enterprise-grade Vision AI in highly challenging environments. Our software platform is leveraging cutting edge cloud/on-premise/edge platforms, advanced computer vision algos, advanced ML .
The company is led by globally renowned experts who previously headed large groups at Microsoft and Intel. The company HQ is located in Singapore (One North Area) and operates in over 10 countries
Job Description
We are looking for a talented and highly motivated Project/Program Manager to join our team that delivers a challenging, enterprise-scale Vision AI solutions to global customers. You will conform to high standards of planning and management, working in a cutting edge, dynamic and professionally challenging
Show More
Report",Employer Provided Salary:$4K - $6K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 10 reviews)', '""Good work life balance"" (in 5 reviews)', '""strong management"" (in 4 reviews)', '""Great working environment"" (in 4 reviews)', '""High autonomy on projects"" (in 3 reviews)']","['""Pay is below average and the treatment is bad"" (in 10 reviews)', '""no work life balance"" (in 5 reviews)', '""Bad management and project outlook"" (in 4 reviews)', -1, -1]"
619,Research Associate (Artificial Intelligence),"Nanyang Technological University
3.9",3.9,"A Research Associate position is available in the Rapid-Rich Object Search, School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore.
Job Description:
This Research Associate will work with our team to conduct the research on development of AI models and algorithms for image processing, computational imaging as well as computer vision applications. The roles of this position include:
Research on the cutting-edge AI algorithms for processing and modeling high-dimensional data (e.g., tensor or multi-modality data)
Leading a team of junior researchers, e.g., PhD students and Research Assistant, to help with the vision and data analytics tasks
Discussion and study recent papers and baseline codes in this field
Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""A lot of money for research and good salaries"" (in 230 reviews)', '""Work life balance is good"" (in 198 reviews)', '""Good working environment"" (in 198 reviews)', '""NTU has advanced facilities for research and friendly colleagues."" (in 74 reviews)', -1]","['""low salary and very comeptitive"" (in 230 reviews)', '""No work life balance"" (in 198 reviews)', '""No career progression due to contract nature"" (in 164 reviews)', '""Average working environment, too many people"" (in 198 reviews)', '""Colleagues are easy to work with"" (in 74 reviews)']"
620,Research Fellow (Artificial Intelligence),"Nanyang Technological University
3.9",3.9,"The School of Electrical and Electronic Engineering (EEE) invites applications for the position of Research Fellow. This RF will work with our team to conduct the research on development of AI models and algorithms for image processing, computational imaging as well as computer vision applications.
Key Responsibilities:
Research on the cutting-edge AI algorithms for processing and modeling high-dimensional data (e.g., tensor or multi-modality data).
Work with other researchers and PhDs to develop AI applications related to image processing, computational imaging as well as computer vision.
Lead a team of junior researchers, e.g., PhD students and Research Assistant, to help with the vision and data analytics tasks
Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""A lot of money for research and good salaries"" (in 230 reviews)', '""Work life balance is good"" (in 198 reviews)', '""Good working environment"" (in 198 reviews)', '""NTU has advanced facilities for research and friendly colleagues."" (in 74 reviews)', -1]","['""low salary and very comeptitive"" (in 230 reviews)', '""No work life balance"" (in 198 reviews)', '""No career progression due to contract nature"" (in 164 reviews)', '""Average working environment, too many people"" (in 198 reviews)', '""Colleagues are easy to work with"" (in 74 reviews)']"
621,Research Engineer (AI-based Communication Learning),"National University of Singapore
4.1",4.1,"Date: 7 Sep 2023
Location: COLLEGE OF DESIGN & ENG, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
This position involves working on a project related to communication learning for joint cooperation in large multi-agent systems. The objective of this position includes contributing to the model development, solution, and implementation of novel communication learning methods using advanced reinforcement learning tools such as Graph Neural Networks. These models, once trained, will also be validated and tested in simulation on standard benchmarks (e.g., Starcraft Multi-Agent Challenge), as well as on actual robotic hardware on a number of cooperative multi-robot tasks (e.g., multi-agent pathfinding, search, or collaborative manipulation). The role involves the opportunity to work with the research team within the Mechanical Engineering department at the National University of Singapore. The successful candidate will be self-motivated with an outstanding track record in computer science, robotics, machine learning (in particular, reinforcement learning), or related disciplines. The main research tasks for the project include but will not be limited to:
Show More
Report",$48K - $60K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 322 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""no work life balance."" (in 322 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 223 reviews)', '""No benefits really"" (in 151 reviews)']"
622,Research Associate (Computer Vision and Artificial Intelligence),"Nanyang Technological University
3.9",3.9,"A Research Associate position is available in the Centre for Information Sciences and Systems, School of Electrical & Electronic Engineering, Nanyang Technological University, Singapore.
Job Description:
The Research Associate will work on a project to research and develop visual sensing, detection and analytics for monitoring and understanding the operation and situation awareness in places such as workplace / lab premises. The roles of this position include:
Development of artificial intelligence (AI) technologies to perform person and object detection, classification, and analysis
System integration of the developed algorithms
Handling project budget
Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""A lot of money for research and good salaries"" (in 230 reviews)', '""Work life balance is good"" (in 198 reviews)', '""Good working environment"" (in 198 reviews)', '""NTU has advanced facilities for research and friendly colleagues."" (in 74 reviews)', -1]","['""low salary and very comeptitive"" (in 230 reviews)', '""No work life balance"" (in 198 reviews)', '""No career progression due to contract nature"" (in 164 reviews)', '""Average working environment, too many people"" (in 198 reviews)', '""Colleagues are easy to work with"" (in 74 reviews)']"
623,Scientific Officer for AI Singapore (Technology),"National University of Singapore
4.1",4.1,"Date: 26 Aug 2023
Location: UNIV ADMIN, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description

AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI).


The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore's AI efforts.








Show More
Report",$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
624,Research Engineer (Robust AI),"National University of Singapore
4.1",4.1,"Date: 23 Aug 2023
Location: COLLEGE OF DESIGN & ENG, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
Research Engineer position is open in the research group of Prof. Shuzhi Sam Ge at the Department of Electrical and Computer Engineering, National University of Singapore (NUS).


This project will combine the strengths of machine learning and control theory and consider the complex dependencies among different sensor inputs to build a robust multimodal AI system that can serve safety-critical applications.
The successful candidate is required to:

Show More
Report",$48K - $60K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 322 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""no work life balance."" (in 322 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 223 reviews)', '""No benefits really"" (in 151 reviews)']"
625,"Principal Engineer, AI","Airwallex
3.4",3.4,"Airwallex is the leading financial technology platform for modern businesses growing beyond borders. With one of the world's most powerful payments and banking infrastructure, our technology empowers businesses of all sizes to accept payments, move money globally, and simplify their financial operations, all in one single platform.

Established in 2015, our purpose is to connect entrepreneurs, business builders, makers and creators with opportunities in every corner of the world. Today, Airwallex has a global footprint across Asia-Pacific, Europe, and North America.

Your Work:
We are building the next generation of fintech services. Our new Principal Engineer will have a unique opportunity to lead the design and implementation of this critical system, leveraging data, distributed systems, and AI to build advanced financial services, reduce risk and enhance our capabilities. The role spans the full SDLC from requirements capture, systems design, implementation, testing, and operational support.

Attracting world-class architectural talent is crucial to our long-term success. We are also keen to contribute to the broader external engineering community in the form of blogs, talks, and open source tools.


As a Principal Engineer, you will lead the selection and rollout of patterns and frameworks within your feature team. You will be expected to demonstrate leadership through the quality of your architectural work. In conjunction with your team's Engineering Lead, you will ensure that the way we build our solutions is of exceptional technical quality.

Our engineering team takes ownership of the technical construction of key systems. This role will see you making contributions to technologies and libraries that we depend on while leading the refactoring of complex systems and components.





At Airwallex you'll have the ability to make an impact in a rapidly growing, global fintech. We want you to share in our success, which is why you'll be offered a competitive salary plus valuable equity within Airwallex. We also like to ensure we create the best environment for our people by providing a collaborative open office space with a fully stocked kitchen. We organise regular team building events and we give our people the freedom to be creative.

Airwallex is proud to be an equal opportunity employer. We value diversity and anyone seeking employment at Airwallex is considered based on merit, qualifications, competence and talent. We don't regard colour, religion, race, national origin, sexual orientation, ancestry, citizenship, sex, marital or family status, disability, gender, or any other legally protected status. If you have a disability or special need that requires accommodation, please let us know.

Airwallex does not accept unsolicited resumes from search firms/recruiters. Airwallex will not pay any fees to search firms/recruiters if a candidate is submitted by a search firm/recruiter unless an agreement has been entered into with respect to specific open position(s). Search firms/recruiters submitting resumes to Airwallex on an unsolicited basis shall be deemed to accept this condition, regardless of any other provision to the contrary.
Show More
Report",$84K - $140K (Glassdoor Est.),Singapore,3.5,3.5,3.0,2.9,3.0,"['""Great culture Rewarding work Good perks"" (in 11 reviews)', '""Really smart colleagues"" (in 14 reviews)', '""3. We always use the latest technology stack, no historical burden on the code"" (in 9 reviews)', '""Unicorn on the rise with good financial opportunity."" (in 8 reviews)', '""Good internal support and always can get clear guidance from management team, also our product is very strong"" (in 6 reviews)']","['""Bad culture with little concern of wellbeing of employees."" (in 11 reviews)', '""The management team is short"" (in 6 reviews)', -1, -1, -1]"
626,Research Fellow (AI edge circuits design),"Nanyang Technological University
3.9",3.9,"The Delta-NTU Corporate Laboratory invites applications for the position of Research Fellow.

Key Responsibilities:

The RF will be responsible for research and development of Artificial Intelligence (AI) and Machine Learning (ML) circuits and systems for Lidar and Radar sensing applications etc.

Job Requirements:
A Ph.D degree in Electrical & Electronics Engineering or Computer Engineering.
Relevant experience and knowledge in one or more of the following areas: 1. AI/ML circuits and systems; 2. Signal and image processing; 3. Lidar and Radar.

Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""A lot of money for research and good salaries"" (in 230 reviews)', '""Work life balance is good"" (in 198 reviews)', '""Good working environment"" (in 198 reviews)', '""NTU has advanced facilities for research and friendly colleagues."" (in 74 reviews)', -1]","['""low salary and very comeptitive"" (in 230 reviews)', '""No work life balance"" (in 198 reviews)', '""No career progression due to contract nature"" (in 164 reviews)', '""Average working environment, too many people"" (in 198 reviews)', '""Colleagues are easy to work with"" (in 74 reviews)']"
627,Research Fellow (Robust AI) 1,"National University of Singapore
4.1",4.1,"Date: 22 Aug 2023
Location: COLLEGE OF DESIGN & ENG, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
Research Fellow position is open in the research group of Prof. Shuzhi Sam Ge at the Department of Electrical and Computer Engineering, National University of Singapore (NUS).
Job Description



Show More
Report",$66K - $78K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 322 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""no work life balance."" (in 322 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 223 reviews)', '""No benefits really"" (in 151 reviews)']"
628,Head of Data & Analytics Innovation,"PRUDENTIAL ASSURANCE COMPANY SINGAPORE (PTE) LIMITED
3.8",3.8,"Prudential's purpose is to help people get the most out of life. We will deliver our purpose by creating a culture in which diversity is celebrated and inclusion assured, for our colleagues, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and in exchange, we support our people's career ambitions. We pledge to make Prudential a place where you can Connect, Grow and Succeed.

We are seeking a highly skilled and visionary individual to join our team as the Head of Data and Analytics Innovation. As the leader of this critical function, you will be responsible for increasing data and analytics maturity in the organisation, driving the data and analytics strategy, fostering innovation and adapting new data and analytics solutions and practices. He/she will work closely with senior stakeholders, business and technology partners to identify, build and scale analytics solutions that contribute to company growth and drive value for customers.



Show More
Report",Employer Provided Salary:$12K - $17K,Singapore,3.8,3.8,3.8,3.4,3.6,"['""Great employer to work for"" (in 4 reviews)', '""WFH arrangement , work life balance"" (in 3 reviews)', '""Good office location, great benefits"" (in 2 reviews)', -1, -1]","['""Not much bonding with colleagues"" (in 3 reviews)', '""Horrible culture, loads of politics"" (in 3 reviews)', -1, -1, -1]"
629,Research Associate (Intelligent Optical Measurement With AI),"Nanyang Technological University
3.9",3.9,"The School of Computer Science and Engineering (SCSE) invites applications for the position of Research Associate for intelligent optical measurement with AI, focusing on modern optical metrology and NDT techniques and algorithms so as to enhance the manufacturing capability of Singapore and worldwide.

Key Responsibilities:
Solve research problems
Develop solutions
Test on real applications
Publish novel discoveries in the scope of intelligent optical measurement with AI.

Hiring Institution: NTU
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""A lot of money for research and good salaries"" (in 230 reviews)', '""Work life balance is good"" (in 198 reviews)', '""Good working environment"" (in 198 reviews)', '""NTU has advanced facilities for research and friendly colleagues."" (in 74 reviews)', -1]","['""low salary and very comeptitive"" (in 230 reviews)', '""No work life balance"" (in 198 reviews)', '""No career progression due to contract nature"" (in 164 reviews)', '""Average working environment, too many people"" (in 198 reviews)', '""Colleagues are easy to work with"" (in 74 reviews)']"
